jobTitle,company,location,experience,salary,jobLink,skills
Backend Developer,JK Technology Services,Bengaluru,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-jk-technology-services-bengaluru-1-to-4-years-301024513315,"kubernetes, confluence, web application, eks, aws technologies, microservices, docker, apb"
Backend Developer,Fort Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-fort-technologies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-300724502061,"spring boot, Hibernate, GIT, Version control, Eclipse, devops, HTTP, Application development"
Portal Backend Developer,M2nxt Solutions,Bengaluru,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-portal-backend-developer-m2nxt-solutions-private-limited-bengaluru-3-to-5-years-280524501124,"Computer science, Backend, Version control, Symfony, Coding, MySQL, PHP, WBS"
Backend Developer,Figato Services,Bengaluru,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-hungrs-bengaluru-5-to-10-years-260824502015,"Backend, Version control, GIT, HP data protector, MySQL, PHP, HTML, JSON"
Backend developer-Porsche,Pradeepit Consulting Services,Bengaluru,4-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-porsche-pradeepit-bengaluru-4-to-8-years-260324501817,"Backend, SAP, IT consulting, Manager Technology, Silicon, Open source, Adobe, Salesforce"
Backend Developer,Pradeepit Consulting Services,Bengaluru,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-pradeepit-bengaluru-3-to-6-years-260324501783,"Backend, SAP, Cap, Application programming, Silicon, Test cases, Unit testing, Open source"
Backend Developer,Shopdeck,Bengaluru,4-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-shopdeck-previously-nushop-bengaluru-4-to-7-years-250823501174,"System architecture, Backend, Architecture, Manager Technology, Infrastructure, Commerce, Technology, Technology management"
Backend Developer,Fuze Technology India,Bengaluru,3-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-fuzeindia-bengaluru-3-to-4-years-240524500319,"Computer science, Backend, Front end, Linux, Postgresql, MySQL, Data structures, Apache"
Backend Developer,Ksna Labs,Bengaluru,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ksna-labs-bengaluru-1-to-3-years-240223502141,"Training, Backend, Manager Quality Assurance, Web services, Web development, Corporate, Windows, ASP.Net MVC"
Backend developer,Oobi,Bengaluru,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-oobi-bengaluru-3-to-7-years-220818500276,"Technical product configuration, c++, C, design, MySQL, JavaScript, integration PHP, HTML"
Backend Developer,Pocket Fm,Bengaluru,4-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-pocketfm-bengaluru-4-to-6-years-210922500010,"Computer science, Cloud computing, Backend, Coding, Integration testing, Open source, Information technology, Distribution system"
Backend Developer,Heart It Out,Bengaluru,2-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-heart-it-out-bengaluru-2-to-6-years-210323500938,"Financial statements, Front end, Coding, Wordpress, Cost reduction, Database, PHP, Data structures"
Backend Developer,Gnani Innovations,Bengaluru,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-gnani-innovations-bengaluru-3-to-5-years-200323501978,"Automation, Front end, NoSQL, Django, Debugging, MongoDB, Business solutions, Financial services"
BACKEND DEVELOPER,Audify Tech,Bengaluru,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-audify-bengaluru-2-to-4-years-200223500210,"Backend, Backend Development, Development"
Backend Developer,Webbirth,Bengaluru,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-webbirth-pvt-ltd-bengaluru-1-to-2-years-181223501866,"Backend, Front end, HP data protector, Database design, Debugging, application architecture, Monitoring, Ruby on rails"
Backend Developer,Cloudphysician Healthcare,Bengaluru,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-cloudphysician-healthcare-pvt-ltd-bengaluru-3-to-8-years-171022502213,"Automation, Backend, Version control, TDD, Agile, Data structures, Healthcare, HTTP"
Backend Developer - .Net,Mindera,Bengaluru,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-net-mindera-india-bengaluru-3-to-8-years-170524500394,"SAN, Backend, Manager Quality Assurance, TDD, Architectural design, Javascript, Agile, Agile methodology"
Backend Developer,Lithium Urban Technologies,Bengaluru,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-lithium-urban-technologies-pvt-ltd-bengaluru-3-to-8-years-170124500281,"SAN, Backend, GIT, GCP, SOC, Debugging, SMS, Data processing"
Backend Developer,Codecraft Technologies,Bengaluru,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-codecraft-technologies-pvt-ltd-bengaluru-5-to-8-years-160924500259,"Software design, Backend, Project estimation, Agile, Deployment, Risk management, digital transformation, Monitoring"
Backend Developer,Assiduus Distribution,Bengaluru,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-assiduus-global-bengaluru-2-to-7-years-160724500277,"Backend, HP data protector, Data modeling, Coding, Django, Debugging, Javascript, Selenium"
Backend Developer,Pixelsoftek,Bengaluru,4-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-pixel-softek-pvt-ltd-bengaluru-4-to-8-years-140524500287,"Backend, Front end, Coding, Analytical, Consulting, ISO 27001, Data structures, CMMI"
Backend Developer,Flyy,Bengaluru,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-flyy-bengaluru-3-to-5-years-130723500099,"Backend, Backend Developer, Development, Backend Development"
Backend Developer,Procuzy,Bengaluru,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-procuzy-bengaluru-2-to-5-years-080923501311,"Computer science, Backend, Front end, Diagnostics, HP data protector, Analytical, Javascript, Database"
BACKEND DEVELOPER,Gforce Consulting Solutions,Bengaluru,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-gforce-consulting-solutions-bengaluru-1-to-4-years-080623501999,"Backend, Front end, HP data protector, Database design, Debugging, application architecture, Monitoring, Ruby on rails"
Backend Developer,Nous Infosystems,Bengaluru,4-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-nous-info-systems-bengaluru-4-to-8-years-080424500258,"SQL queries, Backend, GIT, Postgresql, Django, MySQL, Javascript, HTML"
BACKEND DEVELOPER,Dalztek Online Services,Bengaluru,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-dalztek-online-services-bengaluru-1-to-2-years-071124502748,"Backend, Development, Backend Development"
Backend Developer,ORMAE (Operations Research Machine learning & Analytics Experts LLP),Bengaluru,2-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ormae-operations-research-machine-learning-analytics-experts-llp-bengaluru-2-to-6-years-070721500358,"Backend, Version control, GIT, NoSQL, Analytical, Schema, Software development life cycle, SDLC"
UX / Backend Developers,DS-MAX Properties Pvt.Ltd,Bengaluru,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-ux-backend-developers-ds-max-properties-pvt-ltd-bengaluru-1-to-4-years-070624500582,"rest, python, web application architecture, dbms, backend development, javascript, jquery, sql"
Backend Developer,JK Technology Services,Bengaluru,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-jk-technology-services-bengaluru-1-to-4-years-061124503261,"Backend, GIT, Web technologies, Architecture, Unit testing, JIRA, AWS, microservices"
Backend Developer,Federal Soft Systems,Bengaluru,6-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-federal-soft-systems-private-limited-bengaluru-6-to-8-years-040924500991,"Computer science, MS SQL, Backend, Project management, Integration testing, Agile, application architecture, JIRA"
Backend Developer,Heart It Out,Bengaluru,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-heart-it-out-bengaluru-1-to-3-years-020823500656,"Backend, Front end, HP data protector, Database design, Debugging, application architecture, Monitoring, Ruby on rails"
Backend Developer,Ontrack Technologies,Bengaluru,1-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ontrack-technologies-bengaluru-1-to-6-years-010722501152,"Computer science, Backend, Version control, GIT, MySQL, Debugging, Integration testing, Javascript"
Backend Developer,Crowdpouch,Bengaluru,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-crowdpouch-bengaluru-3-to-8-years-250722500038,"Data migration, Backend, Front end, GIT, OWASP, Database administration, Database, Information technology"
Backend Developer - IH,Snapminds Technologies,Bengaluru,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-ih-snapminds-technologies-llp-bengaluru-3-to-8-years-310821501492,"IT services, Head Business Development, Front end, GIT, Coding, Architectural design, MySQL, Vendor"
Backend Developer,Eximius Ventures,Bengaluru,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-eximius-ventures-bengaluru-3-to-8-years-051223500184,"Unix, Automation, Multithreading, Linux, Data modeling, Agile, Application development, Ruby"
Backend Developer,Augusta Infotech,Bengaluru,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-augusta-infotech-bengaluru-2-to-5-years-031022500936,"MS SQL, Backend, Coding, Time management, Programming, Data structures, Information technology, SQL"
Backend Developer,Leading Technology Firm,Bengaluru,3-5 Yrs,6-9 Lacs PA,https://www.naukri.com/job-listings-backend-developer-harish-k-l-bengaluru-3-to-5-years-050624012579,"UX, Developer, TypeScript, Backend, JavaScript, Ui/Ux, AWS Lambda, Serverless computing"
Backend Developer,Agiro Digital Services,Remote,6-10 Yrs,15-30 Lacs PA,https://www.naukri.com/job-listings-backend-developer-agiro-digital-services-bengaluru-6-to-10-years-041124016532,"C#, .Net, AWS, Backend, Backend Development, Development"
Backend Developer,iCresset Talent Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-icresset-talent-solutions-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-220323500598,"Backend, GIT, Web technologies, Architecture, Infrastructure, Manager Technology, Unit testing, JIRA"
Backend Developer,TMD - The Modern Dimension,"New Delhi, Bengaluru",4-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-tmd-the-modern-dimension-new-delhi-bengaluru-4-to-9-years-300821501006,"Java, Spring Mvc, Backend Developer, Mysql, Redis, Spring Boot, Mongodb, Bootstrap"
Backend Developer,Talent Anywhere,Bengaluru,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-talent-anywhere-bengaluru-1-to-4-years-181121500855,"Git, Node . Js, Data Migration, Data Protection, Backend Developer, Postgresql, Back - End Programming, Data"
Backend Developer,The Consulting Crew,Bangalore/Bengaluru,4-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-the-consulting-crew-bengaluru-bangalore-4-to-6-years-280120600319,"spring boot, PostgreSQL, linux, http, Rest API, spring, backend development, development"
Backend Developer (microservices architecture),Maruti Suzuki,Gurugram,4-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-microservices-architecture-maruti-suzuki-india-limited-gurugram-4-to-6-years-290824500906,"System architecture, Backend, NoSQL, Analytical, Agile, Scrum, MongoDB, Project delivery"
Backend Developer,Brand 2 Grand,Gurugram,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-brand-2-grand-gurugram-3-to-5-years-100724501445,"Computer science, Backend, Version control, GIT, Postgresql, MySQL, PHP, Ruby"
Backend Developer,Planet Marathi,Mumbai,8-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-planet-marathi-mumbai-8-to-10-years-061124500728,"Backend, Version control, PDF, Coding, Project management, Software development life cycle, PHP, Deployment"
Backend Developer,Plutos One,Noida,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-plutos-one-noida-1-to-2-years-270924503265,"Computer science, Backend, Software development methodologies, Version control, NoSQL, GCP, Agile, payment gateways"
Backend Developer (MERN),Spaarks,Khairatabad,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-mern-spaarks-khairatabad-1-to-2-years-181024503898,"SIDE, Backend, GIT, Web technologies, Coding, Debugging, Javascript, Manager Technology"
Backend Developer,Sharaf Strategy Consultants,Kozhikode,5-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-sharaf-strategy-consultants-kozhikode-5-to-9-years-181024502155,"Computer science, Market analysis, SIDE, Backend, Front end, Database management, Management systems, PHP"
Backend Developer,Spaarks,Khairatabad,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-spaarks-khairatabad-1-to-2-years-171024502727,"Computer science, Backend, Front end, Version control, GIT, Coding, Control system, Debugging"
Backend Developer,Fatakpay Digital,Mumbai,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-fatakpay-digital-pvt-ltd-mumbai-5-to-8-years-111124909522,"Python, DevOps, Git, Cloud Services, Django, MySQL, Agile, API Development"
Backend Developer,Adsparkx Media,Gurugram,4-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-adsparkx-media-gurugram-4-to-6-years-111124010102,"Node.Js, MongoDB, Backend, Express, MySQL, Digital Marketing, AWS, Backend Development"
Node Backend Developer,Encodework,Surat,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-node-backend-developer-encodework-systems-surat-2-to-4-years-050724500440,"Backend, GIT, Linux, TDD, Postgresql, Social media, Debugging, SDK"
Backend Developer,Chikitsa,Jaipur,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-chikitsa-jaipur-1-to-2-years-300924502140,"Backend, Development, Backend Development"
Backend Developer,Datagain Services,Mumbai,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-datagain-services-mumbai-5-to-10-years-281024502213,"SUB, Backend, PDF, Compliance, PTP, Development, Backend Development"
Backend Developer,Massive Mobility,Gurugram,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-massivemobility-gurugram-1-to-3-years-240924501971,"SIDE, Backend, Javascript, Infrastructure, Leasing, Troubleshooting, Electricals, Development"
Backend Developer,Terralogic Software Solutions,Nellore,15-25 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-terralogic-software-solutions-pvt-ltd-nellore-15-to-25-years-220824501612,"Backend, Front end, Version control, GIT, HP data protector, data security, Postgresql, MySQL"
Backend Developer,Code Planet Technologies,Jaipur,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-code-planet-technologies-private-limited-jaipur-1-to-2-years-211024503800,"rest, python, web application architecture, dbms, backend development, javascript, jquery, sql"
Backend Developer,Billeasy E - Solutions,Mumbai,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-billeasy-mumbai-1-to-3-years-200624501402,"Process design, SIDE, Backend, Front end, Coding, Postgresql, Analytical, Web development"
Backend Developer,Ecotech Software,Pune,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-eco-tech-software-pvt-ltd-pune-5-to-10-years-141124502304,"c#, rest, python, asp.net mvc, project management, software development, soa, web application architecture"
Backend Developer (ID 909),Market Scope,Hyderabad,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-id-909-market-scope-hyderabad-1-to-4-years-121124504406,"Access control, Backend, Web services, Architecture, Time management, Data processing, Deployment, Medical insurance"
Backend Developer,Terralogic Software Solutions,Nellore,4-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-terralogic-software-solutions-pvt-ltd-nellore-4-to-6-years-080824501415,"Backend, Front end, Version control, GIT, HP data protector, data security, Postgresql, MySQL"
Backend Developer,Jawk Softwares,Pune,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-jawk-softwares-pune-2-to-5-years-080824500181,"algorithms, css, hibernate, ajax, jquery, redis, sql, microservices"
Backend Developer - .Net/C#/WebAPI,Carbynetech India Pvt Ltd,Hyderabad,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-net-c-webapi-carbynetech-india-pvt-ltd-hyderabad-5-to-8-years-061124919754,".Net, C#, REST API, .Net Core, Azure, WebAPI, Azure Functions, Javascript"
Backend Developer - .Net/C#/WebAPI,Carbynetech India Pvt Ltd,Hyderabad,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-net-c-webapi-carbynetech-india-pvt-ltd-hyderabad-5-to-8-years-061124918509,".net, C#, REST API, .Net Core, Azure, WebAPI, Javascript, IoT"
Backend Developer,Shree Krishna Digital Marketing,Mumbai,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-shree-krishna-digital-marketing-mumbai-1-to-2-years-061124501026,"Backend, Backend Development, Development"
Backend Developer,Grids And Guides,Chennai,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-backend-developer-grids-and-guides-chennai-3-to-6-years-060624500681,"Backend, Backend Development, Development"
Python Selenium Automation Tester,Previse Solutions,Remote,3-8 Yrs,6-16 Lacs PA,https://www.naukri.com/job-listings-python-selenium-automation-tester-previse-solutions-bengaluru-3-to-8-years-290724000616,"Selenium Webdriver, Pytest, Python, Python Testing, Automation testing, Selenium, Software testing, Automation"
Python Developer,Synechron,Hyderabad,0-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-synechron-hyderabad-0-to-6-years-031224500909,"Computer science, GIT, Software development life cycle, Project planning, JIRA, Information technology, Software solutions, Technical support"
Python Developer,Native Infotect,Surat,0-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-native-infotect-surat-0-to-3-years-031224506647,"Front end, Version control, GIT, NoSQL, Django, Javascript, HTML, web application security"
Python Developer,Aasva Technologies India,Rameswaram,0-1 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-aasva-technologies-india-rameswaram-0-to-1-years-031224507104,"Python, Development, Python Development"
Python developer,Cognizant,Hybrid - Chennai,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-cognizant-chennai-5-to-10-years-031224012172,"Python, Development, developer, Python Development"
Consultant - Python Developer,Genpact,Kolkata,1-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-consultant-python-developer-headstrong-genpact-kolkata-1-to-5-years-021224503362,"Analytical skills, Training, Purchase, Technical design, Diversity and Inclusion, Agile, Python, Design"
Lead Python Developer | Dutch MNC | DevOn Softwares | Gurgaon,Devon Software Services,Hybrid - Gurugram,6-11 Yrs,Not disclosed,https://www.naukri.com/job-listings-lead-python-developer-dutch-mnc-devon-softwares-gurgaon-devon-software-services-gurugram-6-to-11-years-021224008446,"Python Development, Python, Django, Kafka, Pytest, Architectural Design, FLASK, Development"
Python Developer,Transact Global,"Bengaluru, Yeshwanthpur",2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-transact-global-bengaluru-yeshwanthpur-2-to-3-years-031224918327,"Python, PostgreSQL, JavaScript, AI Development, ChatBot Development, HTML, Artificial Intelligence, Chatbot"
Python Developer,Webdroid Edutech,"Nagpur, Hyderabad, Pune, Bengaluru",1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-webdroid-edutech-nagpur-hyderabad-pune-bengaluru-1-to-3-years-031224506541,"Automation, Coding, Postgresql, Django, MySQL, Debugging, MongoDB, Oracle"
Python Developer-SOW,Euclid Innovations,Bengaluru,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-sow-euclid-innovations-pvt-ltd-bengaluru-3-to-5-years-031224503574,"Data analysis, Front end, Version control, Infrastructure management, Postgresql, Django, MySQL, Javascript"
Python Developer-AI/ML,Acufore India,Bengaluru,5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-ai-ml-acufore-india-bengaluru-5-to-10-years-031224007352,"AI, Data Visualization, Machine Learning, Python, Ml, Artificial Intelligence, Machine, Data"
Python Developer,Synechron,Bengaluru,7-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-synechron-bengaluru-7-to-8-years-031224500936,"Multithreading, data science, Underwriting, Artificial Intelligence, Consulting, Shell scripting, Equity, Financial services"
Python developer,Cognizant,N/A,N/A,Not disclosed,https://www.naukri.com/job-listings-python-developer-cognizant-chennai-4-to-9-years-021224009990,"Python, Python developer, Developer, Development, Python Development"
Python Developer,Cognizant,N/A,N/A,Not disclosed,https://www.naukri.com/job-listings-python-developer-cognizant-chennai-5-to-10-years-021224008288,"Python, Python Framework, Python Development, Framework, Development"
Python developer,Euclid Innovations,Bengaluru,5-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-euclid-innovations-pvt-ltd-bengaluru-5-to-7-years-031224500367,"SQL queries, Architecture, Postgresql, Cloud, Application development, data visualization, Object oriented programming, Python"
Python Developer,Top Rated B2B Industrial Automation Company,"Hybrid - Noida, Pune, Bengaluru",8-12 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-applycup-noida-pune-bengaluru-8-to-12-years-021224010665,"Python, VMware, Ansible, Kubernetes, Python Development, Development"
Core Python Developer - C2H Infosys,Infosys,"Hyderabad, Pune, Bengaluru",7-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-core-python-developer-c2h-infosys-nityo-infotech-hyderabad-pune-bengaluru-7-to-10-years-031224017522,"Data Structures, OOPS, Stacks, Python Development, SQL, Queues, Python, Core"
Python developer,Capgemini,Hybrid - Bengaluru,4-6 Yrs,9-12 Lacs PA,https://www.naukri.com/job-listings-python-developer-black-and-white-business-solutions-bengaluru-4-to-6-years-031224018789,"Mqtt, IOT, Docker, Linux, Python Development, Python, Development"
Python Developer,Aon,Hybrid - Bengaluru,4-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-aon-bengaluru-4-to-7-years-261124022750,"Pandas, Numpy, Python, Scipy, Python Development, Development"
Python developer,Wipro,"Hybrid - Hyderabad, Bengaluru",5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-wipro-hyderabad-bengaluru-5-to-8-years-150324005281,"Application Programming, Python Development, Python, Enterprise scale applications, Django, Pandas, Fast API, SQL"
Python Developer,MSys Technologies,Pune,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-msys-technologies-pune-2-to-7-years-021224014638,"Storage, Linux, QA Automation, Python, Python Testing, Pytest, Python Development, Automation"
Python Developer,PwC India,"Hybrid - Bengaluru, Delhi / NCR",4-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-pwc-india-bengaluru-delhi-ncr-4-to-7-years-281124021872,"python, Django, Node.Js, Python Development, Development"
Python developer,Vipany Management Consulting,Hyderabad,3-5 Yrs,7-9 Lacs PA,https://www.naukri.com/job-listings-python-developer-vipany-global-solutions-hyderabad-3-to-5-years-031224007466,"Matplotlib, Plotly, Numpy, Python, Scipy, Algorithms, Pyqt, Boolean string"
Urgent Hiring - Python Developer,Calsoft,"Pune, Bengaluru",5-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-urgent-hiring-python-developer-calsoft-pune-bengaluru-5-to-7-years-281124006139,"Prometheus, Python Development, Grafana, Hiring, Development, Python"
Python Developer,Thoughts2Binary,Gurugram,0-1 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-thoughts2binary-gurugram-0-to-1-years-281221000347,"Application Programming, Github, Programming, Rest Api, Software Development, S3, OOPS, JSON"
Python Developer,Weather Risk Management Services,Gurugram,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-weather-risk-management-services-ltd-gurugram-1-to-4-years-031224508389,"python, css, c, software testing, natural language processing, python development, machine learning, artificial intelligence"
Python Developer,Sixvel Technologies,Madurai,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-sixvel-technologies-madurai-2-to-5-years-031224507596,"Python, Development, Python Development"
Python Developer,Neosao Services,"Kolhapur, Pune",2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-neosao-services-pvt-ltd-kolhapur-pune-2-to-5-years-031224507552,"Django, Python, Python Development, Development"
Python Developer,Center For Computational Brain Research,Chennai,N/A,Unpaid,https://www.naukri.com/job-listings-python-developer-center-for-computational-brain-research-chennai-2-to-5-years-031224507355,
Python Developer,Talentpulse Consultants,Surat,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-talentpulse-consultants-surat-2-to-5-years-031224506789,"Computer science, Backend, Front end, Version control, Django, Debugging, Agile, SQL"
Python Developer,Axiussoftware,Kolkata,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-axiussoftware-kolkata-2-to-5-years-031224506362,"Computer science, C++, Version control, GIT, Postgresql, Django, MySQL, Web development"
Python Developer,Perfectkode Software Technologies,Noida,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-perfectkode-software-technologies-noida-1-to-3-years-031224506342,"Backend, SOA, Coding, Database design, Django, Agile development, Agile, Software development life cycle"
Python Developer,Infyni,Gurugram,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-infyni-gurugram-2-to-5-years-031224504913,"Backend, Front end, Version control, GIT, Django, Artificial Intelligence, Machine learning, Javascript"
Python Developer,RGB Webtech,Chandigarh,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-rgb-webtech-chandigarh-1-to-3-years-031224504226,"Computer science, Coding, Postgresql, MySQL, Web development, Javascript, Data structures, HTML"
Python Developer 2024,RGB Webtech,Chandigarh,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-2024-rgb-webtech-chandigarh-3-to-5-years-021224502755,"Coding, Postgresql, MySQL, Web development, Javascript, Data structures, HTML, Internship"
Python Developer,RGB Webtech,Chandigarh,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-rgb-webtech-chandigarh-1-to-3-years-021224502739,"Coding, Postgresql, MySQL, Web development, Javascript, Data structures, HTML, Internship"
Online Python Developer,RGB Webtech,Chandigarh,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-online-python-developer-rgb-webtech-chandigarh-1-to-3-years-021224502570,"Coding, Postgresql, MySQL, Web development, Javascript, Data structures, HTML, Internship"
Python Developer,Divimaxim Technologies,Hyderabad,2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-divimaxim-technologies-hyderabad-2-to-3-years-031224506304,"Computer science, Front end, GIT, Linux, Configuration management, Agile, Scrum, Unit testing"
Remote Python Developer,RGB Webtech,Chandigarh,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-remote-python-developer-rgb-webtech-chandigarh-2-to-4-years-021224502940,"Coding, Postgresql, MySQL, Web development, Javascript, Data structures, HTML, Internship"
Python Developer,Dowell Technologies,Pune,6-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-dowell-technologies-pvt-ltd-pune-6-to-9-years-021224500502,"Analytical skills, NoSQL, RDBMS, Javascript, Python, Analytics, Development, Python Development"
Python Software Developer,Cognizant,N/A,N/A,Not disclosed,https://www.naukri.com/job-listings-python-software-developer-cognizant-chennai-4-to-9-years-021224010836,"Python Development, Python, SQL, Development, Software, Software development"
Python Software Developer,Cognizant,N/A,N/A,Not disclosed,https://www.naukri.com/job-listings-python-software-developer-cognizant-chennai-5-to-10-years-021224009551,"Python, Django, Python Development, Software, Development, Software development"
Python Developer (WFO),Leading Client,Hyderabad,8-13 Yrs,Not disclosed,https://www.naukri.com/job-listings-python-developer-wfo-acharya-consulting-services-hyderabad-8-to-13-years-021224907936,"Python, object relational mapping, JavaScript, HTML5, event driven programming, CSS3, ORM, Wfo"
